ProductID,ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor
10004155.0,highlander men mustard & black slim fit checked casual shirt,highlander,men,699,5,"mustard and black checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",black
10012795.0,sej by nisha gupta set of 6 multicoloured printed table placemats,sej by nisha gupta,unisex,899,5,set content: 6 table matsshape: rectanglecolour: multicolouredpattern: printedsuitable for: 6 seater tablematerial: cotton,red
10009723.0,spykar women blue adora skinny fit mid-rise clean look stretchable ankle jeans,spykar,women,1199,5,"blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",blue
10012853.0,jewel junction gold-toned square cufflinks,jewel junction,men,539,5,a pair of gold-toned square solid cufflinks,gold
10006001.0,id men tan brown fisherman leather sandals,id,men,2385,5,a pair of tan brown fisherman sandalsleather upper with velcro closurecushioned footbedpatterned synthetic outsolewarranty: 3 monthswarranty provided by brand/manufacturer,brown
10017377.0,story@home multicoloured geometric 210tc cotton 1 king bedsheet with 2 pillow covers,story@home,unisex,1199,5,set content: 1 king bedsheet with 2 pillow coversquality: fine thread count: 210colour: multicolouredpattern: geometric,red
10015839.0,raymond men blue slim fit printed formal shirt,raymond,men,1079,5,"blue printed formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",blue
10003123.0,gini and jony boys navy blue regular fit solid casual shirt,gini and jony,boys,699,5,"navy blue solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem",blue
10012767.0,sej by nisha gupta set of 6 printed table placemats,sej by nisha gupta,unisex,899,5,set content: 6 table mats shape: rectangle colour: pink and blue pattern: printed suitable for: 6 seater table material: cotton,blue
10013041.0,sera women blue printed kurta with palazzos,sera,women,1437,5,"blue printed kurta with palazzos blue a-line calf length kurta, has a round neck, short sleeves, flared hem blue solid palazzos, button closure",blue
10014831.0,accessher women gold-toned & pink gold-plated ad-studded maang tikka,accessher,women,979,5,"gold-toned and pink gold-plated maang tikka with arificial stoned and beads studded, gold-platedsecured with a fish-hook ear wire",pink
10017831.0,parx men blue slim fit printed casual shirt,parx,men,779,5,"blue printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",blue
10002713.0,alcis women yellow & blue colorblocked tights,alcis,women,749,5,"alcis women  yellow & blue colorblocked tights, three-fouth length, elasticated waist",blue
10006029.0,id men brown leather formal slip-ons,id,men,956,5,"a pair of brown square-toed formal slip-on shoes, has elasticated gussets on both sidesleather upper, has a textured detailcushioned footbedtextured tpr outsolewarranty: 3 months against manufacturing defect onlywarranty provided by the brand owner / manufacturer",brown
10005903.0,difference of opinion men navy blue solid round neck t-shirt with side strip detail,difference of opinion,men,499,5,"navy blue solid t-shirt, has a round neck, long sleeves, has side stripes in the sleeves",blue
10017781.0,parx men blue slim fit checked casual shirt,parx,men,769,5,"blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one pocket",blue
10002151.0,michael kors extreme blue for men edt 70 ml,michael kors,men,2774,5,"what it is:extreme blue for men edwhat it does:masculine and sensuous at the same time is this 'blue eau de toilette' from michael kors. exuding unmatched freshness, this edt is a must-have in your collection of fragrances. available in a 70 ml pack, this edt has top notes of bergamot, spicy pink pepper and invigorating cardamom. the heart notes are of juniper, cypress, nutty sesame and herbaceous sage, while the base notes include warm ambrox, musk and patchouli.",blue
10015989.0,tokyo talkies women off-white & pink floral print fit and flare dress,tokyo talkies,women,499,5,"off-white and pink printed woven fit and flare dress, has a round neck, three-quarter sleeves, concealed zip closure,, flared hem",white
10001111.0,anna sui women la vie de boheme edt 75ml,anna sui,women,2774,5,"anna sui la vie de boheme eau de toilettestrong perfumelasts 2 to 3 hoursfresh fragrancetop notes: turkish rose, sparkling pear, berries and pitahaya accordheart notes: red magnolia, peony, pink freesiabase notes: dry woods, sandalwood, musk and black vanillait comes in a 75 ml bottle.",blue
10004151.0,highlander men navy blue & maroon slim fit checked casual shirt,highlander,men,699,5,"navy blue and maroon checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",blue
10007705.0,her by invictus women brown solid cushioned mules,her by invictus,women,1044,5,"a pair of pointed closed toe brown mules with comfort lining and foam cushioned footbed for your work-from-home needs. it has regular styling, and closed backsynthetic upperfoam cushioned footbedtextured and patterned outsole",brown
10006041.0,id men beige leather derbys,id,men,2685,5,"a pair of round-toe beige derbys, has regular styling, lace-up detailleather uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",beige
10009621.0,spykar women blue adora skinny fit mid-rise low distress ankle-length stretchable jeans,spykar,women,1124,5,"blue medium wash 5-pocket mid-rise ankle-length jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops",blue
10009681.0,spykar women blue adora skinny fit mid-rise clean look ankle-length stretchable jeans,spykar,women,989,5,"blue dark wash 5-pocket mid-rise ankle-length jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",blue
10017569.0,soie nude-coloured solid non-wired non padded maternity bra cb-331nude,soie,women,750,5,nude-coloured solid full-coverage maternity bra non padded and non-wired seamless cups regular straps and back closure back style: regular feature: all day comfort,red
10001251.0,lara karen women black solid maxi satin skirt,lara karen,women,1999,5,"black solid woven maxi skirt, has a slip-on closure, flared hem",black
10003199.0,gini and jony girls yellow fit and flare embellished dress,gini and jony,girls,1619,5,"yellow embellished woven fit and flare dress, has a round neck, short sleeves, zip closure, an attached lining, and flared hem",yellow
10017405.0,story@home off-white & blue geometric 210tc cotton 1 king bedsheet with 2 pillow covers,story@home,unisex,1199,5,set content: 1 king bedsheet with 2 pillow coversquality: finethread count: 210colour: off-white and bluepattern: geometric,blue
10013687.0,parfait plus size blue solid underwired lightly padded plunge bra 2801,parfait,women,1189,5,blue solid medium-coverage plunge bra with lace detaillightly padded and underwired seamless cupsregular straps and back closureback style: regularfeature: all day comfort,blue
10015163.0,urban dog men grey solid regular fit sports shorts,urban dog,men,399,5,"grey solid mid-rise sports shorts, has two pockets, a drawstring closure",grey
9831901.5,ahilya sterling silver textured bangle,ahilya,women,2774,5,"sterling silver textured bangle, has animal-shaped detail on the endsnote: this jewellery is handcrafted, therefore there might be slight variations from the image.",red
10013541.0,parfait plus size blue solid underwired lightly padded t-shirt bra p5441,parfait,women,1609,5,blue solid medium-coverage t-shirt bralightly padded and underwired seamless cupsregular straps and back closureback style: regularfeature: all day comfort,blue
10002833.0,vastramay boys navy blue & maroon solid kurta with dhoti pants & jacket,vastramay,boys,1469,5,"navy blue and maroon solid kurta with dhoti pantsnavy blue straight above knee kurta, has a mandarin collar, long sleeves, curved hemgold-toned solid dhoti pants, slip-on closuremaroon woven design nehru jacket, has a mandarin collar, sleeveless, one welt pocket",blue
10005915.0,difference of opinion men grey melange printed round neck t-shirt,difference of opinion,men,499,5,"grey printed t-shirt, has round neck, long sleeves",grey
10002707.0,campus sutra men white & blue regular fit colourblocked casual shirt,campus sutra,men,479,5,"white and blue colourblocked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",blue
10012433.0,fido dido men white printed round neck t-shirt,fido dido,men,449,5,"white and black printed t-shirt,has round neck,short sleeves",white
10012699.0,miah decor beige & black indian art printed set of 4 ceramic bowls,miah decor,unisex,1469,5,type: bowlspattern: printedfinish: matte material: ceramic,black
10012851.0,jewel junction gold-toned geometric cufflinks,jewel junction,men,539,5,a pair of gold-toned and blue geometric printed cufflinkscomes in a signature jewel junction case,gold
10016755.0,vishudh women off-white & green floral print a-line dress,vishudh,women,1299,5,"off-white and green printed woven a-line dress, has a mandarin collar, three-quarter sleeves, button closure,, flared hem",green
10015159.0,urban dog men grey printed regular fit sports shorts,urban dog,men,399,5,"grey printed mid-rise sports shorts, has two pockets, a drawstring closure",grey
10013655.0,parfait plus size women navy blue  white solid low-rise bikini brief pp303,parfait,women,499,5,"navy blue and white solid low rise bikini briefs, has an inner elasticated waistband with lace detail, double layered gusset",blue
10012821.0,sej by nisha gupta set of 6 yellow & blue printed table placemats,sej by nisha gupta,unisex,899,5,set content: 6 table mats shape: rectangle colour: yellow and bluepattern: printed suitable for: 6 seater table material: cotton,blue
10006073.0,id men brown leather loafers,id,men,1218,5,"a pair of square toe brown loafers, has regular styling, slip-on detailleather uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",brown
10013491.0,parfait plus size red solid underwired lightly padded t-shirt bra p5391,parfait,women,1609,5,red solid medium-coverage t-shirt bra lightly padded and underwired seamless cups regular straps and back closure back style: regular feature: all day comfort,red
10009773.0,spykar women blue adora skinny fit mid-rise mildly distressed stretchable cropped jeans,spykar,women,1214,5,"blue medium wash 5-pocket mid-rise cropped jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops",blue
10009643.0,spykar women blue adora skinny fit mid-rise clean look stretchable cropped jeans,spykar,women,899,5,"blue dark wash 5-pocket mid-rise cropped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",blue
10015831.0,raymond men blue regular fit self design formal shirt,raymond,men,1154,5,"blue self-design formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",blue
10014675.0,buckleup women multicoloured printed belt,buckleup,women,449,5,multicoloured printed beltreversible: nostretchable: nosecured with a tangwarranty: 1 monthwarranty provided by brand/manufacturer,red
10012761.0,peter england men black briefs piwbk9146012,peter england,men,266,5,"a pair of black briefs, has an elasticated waistband and a panelled front with a double-layered contoured pouch",black
10001887.0,aigner men platinum eau de toilette perfume 100 ml,aigner,men,2774,5,"notestop notes: mandarin, bergamot, ozonic, orange, tamarind, cardamom, black pepper, clove tones and crisp mint leavesheart notes: spicy woody notesbase notes: crystal amber, vanilla guaiacwood, olibanum, patchouli, sandalwood, moos",platinum
10003179.0,gini and jony girls blue solid jacket,gini and jony,girls,1189,5,"blue solid jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem",blue
10003821.0,homesake gold-toned solid handcrafted table lamp with shade,homesake,unisex,1836,5,type: handcrafted table lamp with shadecolour: gold-tonedpattern: solidshape: frustumshade material: fabricbase material: aluminiumswitch type: toggle button,gold
10017017.0,campus sutra men black solid round neck faux leather t-shirt,campus sutra,men,699,5,"black solid t-shirt, has a round neck, and long sleeves with faux leather detail",black
10012721.0,miah decor set of 3 blue & off-white handpainted kitchen storage jars with lids,miah decor,unisex,2774,5,type:  set of 3 blue & off-white handpainted kitchen storage jars with lidspattern: printedfinish: glossymaterial: ceramic,blue
10003341.0,gini and jony girls peach-coloured floral embroidered fit & flare dress,gini and jony,girls,1484,5,"peach-coloured net embroidered woven fit and flare dress with embellished detail, has a round neck, short sleeves, concealed zip closure, tie-up on the back, attached lining and flared hem",red
10013417.0,sej by nisha gupta blue & green printed wooden open dry bin,sej by nisha gupta,unisex,999,5,set content: 1 open dry bincolour: blue and greenpattern: floral printshape: rectangular,blue
10017923.0,parx men blue slim fit checked casual shirt,parx,men,859,5,"blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",blue
10013665.0,parfait plus size black lace non-wired non padded everyday bra p5482,parfait,women,1679,5,black lace full-coverage everyday branon padded and non-wired cut and sew cupsregular straps and back closureback style: regularfeature: side bone,red
10017595.0,parx men blue slim fit checked casual shirt,parx,men,939,5,"blue checked casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket",blue
10000805.0,lady lyka women pack of 2 beginners bras teenager-wht-blk,lady lyka,women,425,5,black and white solid medium-coverage beginners brasnon padded and non-wired cut and sew cupsregular straps and back closureback style: regularfeature: all day comfort,blue
10012769.0,sej by nisha gupta set of 4 multicoloured printed table placemats,sej by nisha gupta,unisex,799,5,set content: 4 table matsshape: rectanglecolour:multicolouredpattern: printedsuitable for: 4 seater tablematerial: cotton,red
10007835.0,her by invictus women red cushioned loafers,her by invictus,women,1299,5,"a pair of round closed toe red loafers with comfort lining and foam cushioned footbed for your work-from-home needs. it has regular styling, and closed backsynthetic upperfoam cushioned footbedtextured and patterned outsole",red
10012881.0,jewel junction gold-toned & black round cufflinks,jewel junction,men,539,5,a pair of gold-toned and black round solid cufflinks,black
10013617.0,parfait plus size black solid non-wired non padded sports bra p5542,parfait,women,1749,5,black solid full-coverage sports bra with mesh detailnon padded and non-wired cut and sew cupsregular straps and back closureback style: regularfeature: all day comfort,red
10007811.0,her by invictus women tan brown cushioned slip-on shoes,her by invictus,women,949,5,"a pair of pointed closed toe tan brown slip-on shoes with cushioned footbed and comfortable lining, has regular styling, and closed backsynthetic upperfoam cushioned footbedtextured and patterned outsole",brown
10017427.0,dkny unisex black medium trolley bag,dkny,unisex,2774,5,"black solid medium trolley bag, secured with a tsa lockone handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsone main zip compartment, zip lining, two compression straps with click clasps and one zip pocketone exterior zip pocketwarranty: 5 yearswarranty provided by brand owner / manufacturer",black
10017899.0,parx men yellow & off-white slim fit checked casual shirt,parx,men,647,5,"yellow and off-white checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",yellow
10017369.0,story@home mauve & grey geometric 210 tc cotton 1 king bedsheet with 2 pillow covers,story@home,unisex,1799,5,set content: 1 king bedsheet with 2 pillow coversquality: finethread count: 210colour: mauve and greypattern: geometric,grey
10017671.0,parx men blue & off-white slim fit printed casual shirt,parx,men,779,5,"blue and off-white printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",blue
10007595.0,her by invictus women green cushioned slip-ons,her by invictus,women,1999,5,"a pair of pointed toe green slip-ons with cushioned footbed, has regular styling, slip-on detailsynthetic suede upperfoam cushioned footbedtextured and patterned outsole",green
10004343.0,park avenue women blue skinny fit mid-rise clean look jeans,park avenue,women,569,5,"blue dark wash five-pocket mid-rise jeans, clean look with light fade, has a button and zip closure, waistband with belt loops",blue
10007683.0,roadster women black textured open toe flats,roadster,women,1699,5,"a pair of black open-toed flats, has regular styling, no back strap detailsynthetic uppercushioned footbedtextured and patterned outsolewarranty: 1 monthwarranty provided by brand/manufacturer",red
10007801.0,her by invictus women black textured cushioned flats,her by invictus,women,944,5,"a pair of black pointed toe cushioned flats, has regular styling, slip-on detailsynthetic uppercushioned footbedtextured and patterned outsole",red
10002181.0,u.s. polo assn. denim co. men navy blue solid bomber jacket,u.s. polo assn. denim co.,men,2774,5,"navy solid bomber jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and attached lining with 3 inner pockets",blue
10012783.0,sej by nisha gupta set of 6 pink printed table placemats,sej by nisha gupta,unisex,899,5,set content: 6 table mats shape: rectangle colour: pink and multicoloured pattern: printed suitable for: 6 seater table material: cotton,pink
10003387.0,gini and jony girls navy blue washed denim jacket,gini and jony,girls,1329,5,"navy blue washed denim jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem, and unlined",blue
10004053.0,sweet dreams men navy blue solid straight-fit trackpants,sweet dreams,men,699,5,"navy blue solid straight-fit trackpant, has an elasticated waistband with a drawstring fastening, two pockets",blue
10017211.0,kazo women yellow floral print shirt dress,kazo,women,1345,5,"yellow printed woven shirt dress, has a mandarin collar, long sleeves, button closure,, tulip hem",yellow
10003299.0,gini and jony boys red & grey melange solid varsity jacket with applique detail,gini and jony,boys,649,5,"red and grey melange solid varsity jacket, has a stand collar, snap button closure, long sleeves, straight hem, unlined",red
10013569.0,parfait plus size beige solid underwired lightly padded plunge bra 2801,parfait,women,1189,5,beige solid medium-coverage plunge bra lightly padded and underwired seamless cups regular straps and back closure back style: regular feature: all day comfort,red
10017835.0,parx men blue slim fit checked casual shirt,parx,men,839,5,"blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",blue
10017771.0,parx men black & red slim fit checked casual shirt,parx,men,577,5,"black and red checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",red
10006019.0,id men tan brown formal leather oxfords,id,men,1432,5,"a pair of tan brown square-toed formal oxfords, has central lace-upsleather uppercushioned footbedtextured tpu outsole, has a stacked heelwarranty: 3 months against manufacturing defect onlywarranty provided by the brand owner / manufacturer",brown
10002825.0,stylo bug girls turquoise blue a-line dress,stylo bug,girls,698,5,"turquoise blue printed woven a-line dress, has a round neck, sleeveless, concealed zip closure,, flared hem",blue
10013703.0,parfait plus size women black  red printed lace detail hipster brief 2805,parfait,women,899,5,"black and red printed low-rise hipster briefs with lace detail, has an inner elasticated waistband with lace detail, double layered gusset",red
10012713.0,miah decor set of 5 handcrafted ceramic kulladhs,miah decor,unisex,865,5,set of 5 ceramic kulladhs pattern: printedfinish: glossymaterial: ceramicfeatures: handcrafted,blue
10012875.0,jewel junction gold-toned geometric cufflinks,jewel junction,men,539,5,a pair of gold-toned geometric textured cufflinkscomes in a signature jewel junction case,gold
10015997.0,tokyo talkies women black & red floral print fit and flare dress,tokyo talkies,women,499,5,"black and red printed woven fit and flare %s, has a round neck, three-quarter sleeves, concealed zip closure, and flared hem",red
10012771.0,sej by nisha gupta set of 6 printed table placemats,sej by nisha gupta,unisex,899,5,set content: 6 table matsshape: rectanglecolour: mustard yellow and greypattern: printedsuitable for: 6 seater tablematerial: cotton,blue
10013055.0,sera women black printed loose fit regular shorts,sera,women,547,5,"black and pink printed above knee length mid-rise-rise regular shorts, has two pockets",black
10003213.0,gini and jony boys black & grey embroidered regular fit shorts,gini and jony,boys,839,5,"black and grey embroidered, has a partially elasticated waistband, hook and bar closure, 4 pockets",red
10014775.0,accessher gold-plated & black multistrand head chain,accessher,women,559,5,gold-plated and black multistranded head chain secured with insert closure,black
10002337.0,bvlgari women splendida iris d'or eau de parfum 100 ml,bvlgari,women,2774,5,"notestop notes: violet leaves absolute, heliotropeheart notes: orris abs, mimosa absbase notes: tonka beans, heart of vetiver, sandalwood ess",blue
9831901.5,ahilya sterling silver statement ring,ahilya,women,2774,5,"sterling silver ring, has a circular detail with multiple teardrop-shaped patterns",silver
10009685.0,spykar women blue alexa super skinny fit high-rise clean look stretchable cropped jeans,spykar,women,1214,5,"blue medium wash 5-pocket high-rise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",blue
10012429.0,fido dido men grey & black printed colourblocked polo collar t-shirt,fido dido,men,599,5,"black and grey colourblocked printed t-shirt, has a round neck, short sleeves",black
10017723.0,parx men pink slim fit solid casual shirt,parx,men,739,5,"pink solid casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",pink
10017855.0,parx men navy blue slim fit printed casual shirt,parx,men,739,5,"navy blue printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",blue
10013025.0,sera women white self design top,sera,women,714,5,"white self-design knitted regular  top, has a round neck, sleeveless, and concealed zip closure",white
10001211.0,bvlgari women omnia crystalline eau de toilette 40 ml,bvlgari,women,2774,5,notestop notes: airy bamboo and exotic asian fruit nashiheart notes: lotus blossombase notes: elegant woodsy,blue
10006003.0,id men grey solid thong flip-flops,id,men,1685,5,a pair of grey solid flip flopssynthetic upper materialcushioned footbedpatterned synthetic outsolewarranty: 3 monthswarranty provided by brand/manufacturer,grey
10012841.0,jewel junction silver-toned geometric cufflinks,jewel junction,men,539,5,a pair of silver-toned geometric solid cufflinkscomes in a signature jewel junction case,silver
10017423.0,dkny unisex gold & white printed cabin trolley bag,dkny,unisex,2774,5,"gold and white printed cabin trolley bag, secured with a tsa lockone handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsone main zip compartment, zip lining, two compression straps with click clasps, one zip compartment on the flap with three zip pocketswarranty: 5 yearswarranty provided by brand owner / manufacturer",white
10000599.0,parx men khaki slim fit solid regular trousers,parx,men,839,5,"khaki solid mid-rise regular trousers, has a button closure, four pockets",khaki
10002809.0,qraa men pack of 2 face and beard wash 100gm each,qraa men,men,336,5,"what it is?:qraa men pack of 2 face and beard wash 100gm eachwhat it does?:it's essential to feel fresh while maintaining the perfect charming look. qraa's invigorating face and beard wash is formulated with an amazing blend of natural botanicals, vitamins, antioxidants, and cleansers to cleanse your handsome face and your glorious beard without over-drying. qraa men face and beard wash is a great addition to any men's beard grooming regimen. this ace and beard wash leaves beard hair clean, refreshed and soft. this wash is enriched with olive oil and a touch of jojoba seed oil to create a rich lather to remove dirt, oil, and impurities while naturally-derived conditioners help maintain shine and moisture. it is gentle on the skin and effective enough to work on a rough, coarse beard, the face wash is enriched with natural ingredients that provide deep cleansing, clear skin, and a soft beard.features:hydrates, soothes and helps firm the skincleanses the beard and face without over-dryingprovides essential nourishing elements to the skin cellshelps eliminate odour trapped in the beardingredients:salicylic acid, ginseng root extract, pro-vitamin b5, rosemary leaf oil",blue
10013641.0,parfait plus size blue lace underwired lightly padded plunge bra p5351,parfait,women,1749,5,blue lace half-coverage plunge bra lightly padded and underwired seamless cups regular straps and back closure back style: regular feature: all day comfort,blue
10000657.0,lady lyka women peach and burgundy pack of 2 everyday bras entizer-11-pch-whn,lady lyka,women,510,5,pack of 2peach and burgundy solid medium-coverage everyday branon padded and non-wired seamless cupsregular straps and back closureback style: regularfeature: all day comfort,burgundy
10005937.0,difference of opinion men olive green printed round neck t-shirt,difference of opinion,men,499,5,t-shirt,green
10001573.0,michael kors women eau de toilette 50 ml,michael kors,women,2774,5,"notestop notes: freesia, incense and chinese osmanthusheart notes: tuberose, lily, peony and orris rootbase notes:tahitian vetiver, musk and cashmere wood",blue
10003809.0,homesake gold-toned & white solid handcrafted table lamp with shade,homesake,unisex,1732,5,type: handcrafted table lamp with shadecolour: gold-toned and whitepattern: solidshape: frustumshade material: fabricbase material: aluminiumbulb holder type: e27switch type: toggle buttoncomes with bulb,white
10006069.0,id men black leather formal derbys,id,men,1627,5,"a pair of black round-toed formal derbys, has central lace-upsleather uppercushioned footbedtextured pu outsole, has a stacked heelwarranty: 3 months against manufacturing defect onlywarranty provided by the brand owner / manufacturer",black
10017501.0,soie brown underwired non padded full coverage everyday bra fb-610crimson,soie,women,693,5,brown full-coverage everyday bra non padded and flexible underwired seamless three layered cupscushioned front straps with lace and back closuresandwiched brushed layer for no show apex,red
10002079.0,gas women navy blue regular fit mid-rise clean look stretchable jeans,gas,women,2774,5,"navy blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",blue
10003807.0,homesake gold-toned & navy blue solid handcrafted table lamp with shade,homesake,unisex,1890,5,type: handcrafted table lamp with shadecolour: gold-toned and navy bluepattern: solidshape: frustumshade material: fabricbase material: aluminiumbulb holder type: e27switch type: toggle buttoncomes with bulb,blue
10004165.0,highlander men navy blue & grey slim fit striped regular trousers,highlander,men,1299,5,"navy blue and grey striped mid-rise regular trousers, has a button closure, four pockets",blue
10013269.0,with men black slim fit solid casual shirt,with,men,684,5,"black solid casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",black
10006075.0,id men black leather formal derbys,id,men,2685,5,"a pair of black round-toed formal derbys, has central lace-upsleather upper, has a textured detailcushioned footbedtextured pu outsole, has a stacked heelwarranty: 3 months against manufacturing defect onlywarranty provided by the brand owner / manufacturer",black
10009637.0,spykar women white alexa super skinny fit high-rise clean look stretchable ankle jeans,spykar,women,1999,5,"white light wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",white
10017093.0,zush plus size women black regular fit mid-rise clean look jeans,zush,women,1299,5,"black dark wash five-pocket mid-rise jeans, clean look with heavy fade, has a button and zip closure, waistband with belt loops",black
